ID,English_Text,Khmer_Text
1,"(Miri, Sarawak, Malaysia): On Sunday, 5 January 2025, Mr. Vith Panhnha, Commercial Attaché, accompanied His Excellency Ouk Chandara, Cambodian Ambassador to Malaysia, in responding to the invitation of His Excellency YB Adam Yii Siew Sang, Mayor of Miri City, Sarawak, Malaysia. This was the second day of their visit to Miri City, Sarawak, Malaysia.","(MIRI, Sarawak, ម៉ាឡេស៊ី)៖ នាថ្ងៃអាទិត្យ ទី៥ ខែមករា ឆ្នាំ២០២៥ តបតាមការអញ្ជើញរបស់ ឯកឧត្តម YB ADAM YII SIEW SANG, អភិបាលក្រុង Miri នៃរដ្ឋ Sarawak ប្រទេសម៉ាឡេស៊ី លោក វ៉ិត បញ្ញា អនុព័ន្ធពាណិជ្ជកម្មអមស្ថានទូតកម្ពុជាប្រចាំប្រទេសម៉ាឡេស៊ី បានបន្តចូលរួមអម ឯកឧត្តម អ៊ុក ចាន់ដារ៉ា ឯកអគ្គរាជទូតកម្ពុជាប្រចាំប្រទេសម៉ាឡេស៊ី ក្នុងការបំពេញទស្សនកិច្ចនាថ្ងៃទី២នៃដំណើរទស្សនកិច្ច នៅទីក្រុង Miri នៃរដ្ឋ Sarawak ប្រទេសម៉ាឡេស៊ី។"
2,The main results of this visit are as follows:,លទ្ធផលសំខាន់ៗនៃការអញ្ជើញបំពេញទស្សនកិច្ចនេះ មានដូចខាងក្រោម៖
3,"- 1, a study visit to Curtin University, Miri, a renowned university with the same academic system as Curtin University, Australia. Graduates receive their degrees from Australia. Curtin University currently has a memorandum of understanding with the Institute of Technology of Cambodia for pre-university or foundation courses, and the university is exploring the possibility of investing in Cambodia's education sector and seeking to sign additional memoranda of understanding with other Cambodian universities.",ទី១ បំពេញទស្សនកិច្ចសិក្សានៅ Curtin University ដែលជាសាកលវិទ្យាល័យដ៏ល្បីមួយនៅក្នុងទីក្រុង MIRI ដែលមានប្រព័ន្ធសិក្សាដូច Curtin University នៅប្រទេសអូស្រ្តាលី ហើយនិស្សិតដែលបានបញ្ចប់ការសិក្សាត្រូវទៅទទួលសញ្ញាប័ត្រនៅប្រទេសអូស្រ្តាលី។ Curtin University បច្ចុប្បន្នបានចុះអនុស្សារណៈនៃការយោគយល់គ្នា ជាមួយវិទ្យាស្ថានបច្ចេកវិទ្យាកម្ពុជាផងដែរក្នុងកម្មវិធី Pre University ឬ Foundation Courses ហើយសាកលវិទ្យាល័យកំពុងសិក្សានិងពិនិត្យលទ្ធភាពក្នុងការវិនិយោគលើវិស័យអប់រំនៅកម្ពុជា និងស្វែងរកការចុះអនុស្សារណៈនៃការយោគយល់គ្នាបន្ថែមជាមួយនឹងសកលវិទ្យាល័យផ្សេងៗទៀតនៅកម្ពុជាផងដែរ។
4,"- 2, a visit to several important Miri locations, including the Handicraft Culture Centre, the Sarawak Unity Bridge (representing the solidarity and unification of Sarawak), public parks and infrastructure, the Petroleum Museum of Sarawak, and observation of the city's overall view and landscape.","-ទី២ បានបំពេញទស្សនកិច្ចសិក្សានៅទីកន្លែងសំខាន់ៗមួយចំនួននៅក្នុងទីក្រុង Miri រួមមានដូចជា Handicraft Culture Center, Sarawak Unity Bridge ដែលជាស្ពានតំណាងអោយការសាមគ្គីនិងការបង្រួបបង្រួមនៃរដ្ឋ Sarawak, សួនសាធារណៈនិងហេដ្ឋារចនាសម្ព័ន្ធនានានៃទីក្រុង Miri, សារមន្ទីរប្រេង នៃរដ្ឋ Sarawak (Petroleum Museum of Sarawak) និងបន្តការទស្សនាទិដ្ឋភាពរួមនិងទេសភាពនៃទីក្រុង MIRI ទាំងមូល។"
5,"(Tokyo, Japan): On the evening of Tuesday, 7 January 2025, Mr. SIN Saray, Commercial Attaché to the Cambodian Embassy in Japan, accompanied His Excellency TUY Ry, Ambassador of Cambodia to Japan, in paying a courtesy call to His Excellency MUTO Yoji, Minister of Economy, Trade and Industry of Japan (METI), Mr. YASUNAGA Tatsuo, Chairman of the Japan Foreign Trade Council, Inc. (JFTC), and Mr. ISHIGURO Norihiko, Chairman of the Japan External Trade Organization(JETRO), on the occasion of joining the JFTC New Year’s Reception, which was held under the chairmanship of His Excellency MUTO Yoji, Minister of Economy, Trade and Industry of Japan at the New Otani Hotel in Tokyo.","(តូក្យូ, ជប៉ុន)៖ នាល្ងាចថ្ងៃអង្គារ ទី០៧ ខែមករា ឆ្នាំ២០២៥ លោក ស៊ីន សារ៉ាយ អនុព័ន្ធពាណិជ្ជកម្មអមស្ថានទូតកម្ពុជាប្រចាំប្រទេសជប៉ុន បានចូលរួមអម ឯកឧត្តម ទុយ រី ឯកអគ្គរាជទូតកម្ពុជាប្រចាំប្រទេសជប៉ុន ជួបសម្តែងការគួរសមជាមួយ ឯកឧត្តម MUTO Yoji រដ្ឋមន្រ្តីក្រសួងសេដ្ឋកិច្ច ពាណិជ្ជកម្ម និងឧស្សាហកម្មជប៉ុន លោក YASUNAGA Tatsuo ប្រធានក្រុមប្រឹក្សាពាណិជ្ជកម្មបរទេសជប៉ុន JFTC និង លោក ISHIGURO Norihiko ប្រធានអង្គការ JETRO នៅក្នុងឱកាសអញ្ជើញចូលរួមកម្មវិធី JFTC New Year’s Reception ដែលប្រព្រឹត្តទៅក្រោមអធិបតីភាព ឯកឧត្តម MUTO Yoji រដ្ឋមន្រ្តីក្រសួងសេដ្ឋកិច្ច ពាណិជ្ជកម្ម និងឧស្សាហកម្មជប៉ុន (METI) នៅសណ្ឋាគារ New Otani ទីក្រុងតូក្យូ។"
6,"Taking this opportunity, the Commercial Attaché also met with Mr. YASUNAGA, Chairman of the JFTC, and Mr. ISHIGURO, Chairman of JETRO, as well as the Presidents and CEOs of several major Japanese investment companies, to establish business relations and encourage more Japanese investors to do business and invest in Cambodia.",ឆ្លៀតក្នុងឱកាសនោះ លោកអនុព័ន្ធពាណិជ្ជកម្ម ក៏បានជួបពិភាក្សាការងារជាមួយ លោក YASUNAGA ប្រធានក្រុមប្រឹក្សាពាណិជ្ជកម្ម JFTC និង លោក ISHIGURO ប្រធានអង្គការ JETRO ព្រមទាំងប្រធានក្រុមហ៊ុនវិនិយោគជប៉ុនធំៗមួយចំនួនទៀតផងដែរ ដើម្បីបង្កើតទំនាក់ទំនងធុរកិច្ច និងជំរុញអ្នកវិនិយោគជប៉ុន ឱ្យទៅធ្វើធុរកិច្ចពាណិជ្ជកម្ម និងវិនិយោគនៅប្រទេសកម្ពុជា កាន់តែច្រើនឡើងថែមទៀត។
7,"His Excellency KEM Sithan, Permanent Secretary of State of the Ministry of Commerce, chaired the weekly meeting of the Ministry of Commerce.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃព្រហស្បតិ៍ ទី៩ ខែមករា ឆ្នាំ២០២៥ នៅទីស្ដីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម កឹម ស៊ីថន រដ្ឋលេខាធិការប្រចាំការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញដឹកនាំកិច្ចប្រជុំប្រចាំសប្ដាហ៍របស់ក្រសួងពាណិជ្ជកម្ម ដែលមានវត្តមានចូលរួមពី ឯកឧត្តម លោកជំទាវ រដ្ឋលេខាធិការ អនុរដ្ឋលេខាធិការ អគ្គនាយក អគ្គាធិការ លោក-លោកស្រីអគ្គនាយករង អគ្គាធិការរង ប្រធាននាយកដ្ឋាន-វិទ្យាស្ថាន អនុប្រធាននាយកដ្ឋាន-វិទ្យាស្ថាន ប្រធាន និងអនុប្រធានមន្ទីរ ព្រមទាំងសាខា ក.ប.ប. រាជធានី-ខេត្តទាំងអស់ចំណុះឱ្យក្រសួងពាណិជ្ជកម្មផងដែរ។
8,"(Phnom Penh): On the morning of Thursday, 9 January 2025, at the Ministry of Commerce, His Excellency KEM Sithan, Permanent Secretary of State of the Ministry of Commerce and High Representative of Her Excellency CHAM Nimul, Minister of Commerce, chaired the weekly meeting attended by the Ministry's leaders, director-general, department directors, provincial department directors, and other officials.",កិច្ចប្រជុំប្រចាំសប្ដាហ៍នេះ បានប្រព្រឹត្តទៅក្រោមរបៀបវារៈរួមមាន៖
9,The weekly meeting covered the following agenda items:,១. របាយការណ៍សង្ខេបរបស់អគ្គនាយកដ្ឋានរដ្ឋបាល និងហិរញ្ញវត្ថុ
10,1. Brief report of General Directorate of Administration and Finance,២. របាយការណ៍សង្ខេបរបស់អគ្គនាយកដ្ឋានពាណិជ្ជកម្មក្នុងប្រទេស
11,2. General Directorate of Domestic Trade,៣. របាយការណ៍សង្ខេបរបស់អគ្គនាយកដ្ឋានពាណិជ្ជកម្មអន្ដរជាតិ
12,3. General Directorate of International Trade,៤. របាយការណ៍សង្ខេបរបស់អគ្គនាយកដ្ឋានសេវាពាណិជ្ជកម្ម
13,4. General Directorate of Business Services,៥. របាយការណ៍សង្ខេបរបស់អគ្គនាយកដ្ឋានជំរុញពាណិជ្ជកម្ម
14,5. General Directorate of Trade Promotion,៦. របាយការណ៍សង្ខេបរបស់អគ្គនាយកដ្ឋាន ការពារអ្នកប្រើប្រាស់ កិច្ចការប្រកួតប្រជែង និងបង្រ្កាបការក្លែងបន្លំ (ក.ប.ប.)
15,"6. General Directorate of Consumer Protection, Competition, and Fraud Repression (CCF)",៧. របាយការណ៍សង្ខេបរបស់ក្រុមហ៊ុនហ្គ្រីនត្រេដ
16,7. Green Trade Company,៨. របាយការណ៍របស់មន្ទីរពាណិជ្ជកម្មខេត្តកណ្តាល
17,8. Brief report of the Kandal Provincial Department of Commerce,៩. របាយការណ៍របស់មន្ទីរពាណិជ្ជកម្មរាជធានីភ្នំពេញ
18,9. Brief report of the Phnom Penh Provincial Department of Commerce,១០. បញ្ហាផ្សេងៗ។
19,10. Other matters.,
20,"(Shenzhen, China): On Friday, 3 January 2025, responding to invitations from Heli-Eastern and Amber Aviation Limited, Mr. Lao Nguon Eng, Commercial Attaché at the Consulate General of Cambodia in Guangzhou, Guangdong Province, People’s Republic of China, visited the two companies to observe their operations. These companies plan to expand their businesses and strengthen cooperation in ASEAN, including Cambodia.","(ស៊ីនជិន, ចិន)៖ នាថ្ងៃសុក្រទី៣ ខែមករា ឆ្នាំ២០២៥ តបតាមការអញ្ជេីញរបស់ក្រុម Heli-Eastern និង Amber Aviation Limited របស់ទីក្រុងស៊ីនជិន លោក ឡៅ ងួន អេង អនុព័ន្ធពាណិជ្ជកម្មកម្ពុជាអមស្ថានអគ្គកុងស៊ុលកម្ពុជាប្រចាំទីក្រុងក្វាងចូវ នៃខេត្តក្វាងទុង សាធារណរដ្ឋប្រជាមានិតចិន បានចុះទស្សនកិច្ចក្នុងក្រុមហ៊ុនទាំងពីរខាងលេី ដេីម្បីសិក្សាស្វែងយល់អំពីប្រតិបត្តិការពាណិជ្ជកម្មរបស់ក្រុមហ៊ុនទាំងពីរខាងលើ។"
21,"Heli-Eastern produces and delivers various types of drones in China, including those used for urban transportation and agriculture. It also provides urban air services in the Greater Bay Area (Guangdong-Hong Kong-Macao Greater Bay Area).",សូមជម្រាបជូនថា ក្រុមហ៊ុន Heli-Eastern ជាក្រុមហ៊ុនផលិត ចែកចាយយន្តហោះ Drove ខ្នាតតូច សម្រាប់បម្រេីដល់វិស័យដឹកជញ្ជូនក្នុងទីក្រុង និងសម្រាប់បម្រេីការងារកសិកម្ម ព្រមទាំងធ្វេីអាជីវកម្មបម្រេីសេវាហោះហេីរយន្តហោះ Helicoper ក្នុងតំបន់ Great Bay Areaម(Guangdong-Hong Kong-Macao Great Bay Area)។ ដោយឡែក ក្រុមហ៊ុន Amber Aviation Limited ជាក្រុមហ៊ុនបម្រេីសេវាហោះហេីរយន្តហោះ Private Jet សម្រាប់ការធ្វេីដំណេីរនៅក្នុងតំបន់អាស៊ាន។
22,"Amber Aviation Limited provides aviation services using its private jets to transport passengers within ASEAN and has been strengthening cooperation with ASEAN member states, including Cambodia.",តាមការបញ្ជាក់ ក្រុមហ៊ុនទាំងពីរខាងលើ បានបង្ហាញបំណងចង់មកធ្វេីពាណិជ្ជកម្មនៅកម្ពុជានាពេលខាងមុខ និងពង្រឹងកិច្ចសហការឱ្យកាន់តែជិតស្និទ្ធជាមួយកម្ពុជាលេីសេវាហោះហេីរឯកជន ផងដែរ។
23,Both companies expressed their intention to expand their businesses in Cambodia and strengthen close cooperation with the country.,
24,"His Excellency KEM Sithan, Permanent Secretary of State of the Ministry of Commerce, chaired a weekly meeting of the Ministry of Commerce.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃព្រហស្បតិ៍ ទី២ ខែមករា ឆ្នាំ២០២៥ នៅទីស្ដីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម កឹម ស៊ីថន រដ្ឋលេខាធិការប្រចាំការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញដឹកនាំកិច្ចប្រជុំប្រចាំខែរបស់ក្រសួងពាណិជ្ជកម្ម ដែលមានវត្តមានចូលរួមពី ឯកឧត្តម លោកជំទាវរដ្ឋលេខាធិការ ឯកឧត្តម លោកជំទាវអនុរដ្ឋលេខាធិការ ឯកឧត្តមអគ្គនាយក លោកជំទាវអគ្គាធិការ លោក-លោកស្រីអគ្គនាយករង លោក-លោកស្រីអគ្គាធិការរង លោកប្រធាននាយកដ្ឋាន-វិទ្យាស្ថាន លោក-លោកស្រីអនុប្រធាននាយកដ្ឋាន-វិទ្យាស្ថាន លោក-លោកស្រីប្រធាន និងអនុប្រធានមន្ទីរ និងសាខា ក.ប.ប. រាជធានី-ខេត្តទាំងអស់ចំណុះឱ្យក្រសួងពាណិជ្ជកម្មផងដែរ។
25,"(Phnom Penh): On the morning of Thursday, January 2025, at the Ministry of Commerce, His Excellency KEM Sithan, Permanent Secretary of State of the Ministry of Commerce and High Representative of Her Excellency CHAM Nimul, Minister of Commerce, chaired the weekly meeting attended by the Ministry's leaders, including the Secretary of State, Under Secretary of State, Director General, Directors of Departments, Directors of Provincial Departments, and other officials.",កិច្ចប្រជុំប្រចាំសប្ដាហ៍នេះ បានប្រព្រឹត្តទៅក្រោមរបៀបវារៈរួមមាន៖ របាយការណ៍ស្តីពីការកំណត់ទិសដៅការងារសម្រាប់អនុវត្តបន្តក្នុងឆ្នាំ២០២៥ របស់អង្គភាពក្រោមឱវាទក្រសួងពាណិជ្ជកម្ម ដូចជា៖ អគ្គនាយកដ្ឋាន អគ្គាធិការដ្ឋាន និងក្រុមហ៊ុនហ្គ្រីនត្រេដ ព្រមទាំងការពិភាក្សាអំពីបញ្ហាផ្សេងៗ ផងដែរ។
26,"The weekly meeting was held at the Ministry of Commerce and via video conference, covering the following agenda: Brief report on the work direction for implementation in 2025 of the units under the Ministry of Commerce, such as the General Directorate, General Inspectorate, and Green Trade Company as well as discussing Other matters.",
27,"His Excellency OK Boung, Secretary of State of the Ministry of Commerce, presided over the ceremony awarding certificates of completion for the Rules of Origin and Export Procedures training (Batch 2).",(ភ្នំពេញ)៖ ព្រឹកថ្ងៃសុក្រ ទី២៧ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម ឱក ប៊ុង រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញជាអធិបតីក្នុងពិធីប្រគល់វិញ្ញាបនបត្របញ្ជាក់ការសិក្សាវគ្គបណ្តុះបណ្តាលស្តីពីវិធានដើមកំណើតទំនិញ និងនីតិវិធីនៃការនាំចេញ (លើកទី២) ជូនសិក្ខាកាមដែលបានប្រលងជាប់ជាស្ថាពរសរុបចំនួន ៣៩រូប (ស្រី ១៦រូប)។
28,"(Phnom Penh): On the morning of Monday, 27 December 2024, at the Ministry of Commerce, His Excellency OK Boung, Secretary of State of the Ministry of Commerce, presided over the ceremony awarding certificates of completion for the Rules of Origin and Export Procedures training (Batch 2) to 39 participants (16 female).",ក្នុងឱកាសនោះ ឯកឧត្តមរដ្ឋលេខាធិការ បានថ្លែងអំពីគោលបំណងនៃវគ្គបណ្តុះបណ្តាលនេះ ក្នុងការបង្កើនចំណេះដឹងផ្នែកវិធានដើមកំណើតទំនិញដើម្បីទទួលបានភាពអនុគ្រោះក្រោមកិច្ចព្រមព្រៀងសេរីនានា ព្រមទាំងនីតិវិធីក្នុងការស្នើសុំ និងអនុញ្ញាតនូវវិញ្ញាបនបត្របញ្ជាក់ដើមកំណើតទំនិញតាមប្រព័ន្ធស្វ័យប្រវត្តិកម្ម ជូនមន្រ្តីក្រសួងពាណិជ្ជកម្មដែលមានឱកាសក្នុងការបំពេញការងារជាតំណាងពាណិជ្ជកម្មប្រចាំតំបន់សេដ្ឋកិច្ចពិសេសនាថ្ងៃអនាគត។
29,"On that occasion, His Excellency Secretary of State stated that this training course aimed to increase knowledge of rules of origin to qualify for preferential tariffs under various free trade agreements and instructions for applying for a certificate of origin through the Ministry of Commerce's automated system.",ឯកឧត្តមរដ្ឋលេខាធិការ បញ្ជាក់ថា វគ្គបណ្តុះបណ្តាលនេះបានចាប់ផ្តើមកាលពីថ្ងៃទី២៥ ខែវិច្ឆិកា ឆ្នាំ២០២៤ ដល់ថ្ងៃទី៩ ខែធ្នូ ឆ្នាំ ២០២៤ ដែលមានកម្មវិធីសិក្សាធ្វើឡើងទាំងទ្រឹស្តី និងការអនុវត្តជាក់ស្តែង ដោយការសិក្សាទ្រីស្តីមានមេរៀនវិធានដើមកំណើតទំនិញ នីតិវិធីនៃការនាំចេញ ការណែនាំពីការស្នើសុំនិងអនុញ្ញាតវិញ្ញបនបត្របញ្ជាក់ដើមកំណើតទំនិញតាមប្រព័ន្ធស្វ័យប្រវត្តិកម្ម ដោយឡែកការចុះអនុវត្តជាក់ស្តែងតម្រូវឱ្យសិក្ខាកាមទាំងអស់ការចុះកម្មសិក្សាដោយផ្ទាល់រយៈពេល ១សប្តាហ៍ផងដែរ៕
30,"His Excellency the Secretary of State stated that the training course ran from 25 November 2024 to 9 December 2024, with a curriculum that included both theoretical and practical studies. The theoretical study included lessons on rules of origin, export procedures, and instructions on requesting and authorizing certificates of origin through an automated application. The practical study required all participants to complete a one-week internship.",
31,Cambodia-Vietnam Trade and Investment Promotion Forum on Enhancing Cross-Border Trade Cooperation and Digital Economy,"(ភ្នំពេញ)៖ នារសៀលថ្ងៃពុធ ទី២៥ ខែធ្នូ ឆ្នាំ២០២៤ នៅសណ្ឋាគារភ្នំពេញ ឯកឧត្តម ហូ ស៊ីវយ៉ុង ប្រតិភូរាជរដ្ឋាភិបាលទទួលបន្ទុកជាអគ្គនាយកសេវាពាណិជ្ជកម្ម នៃក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមធ្វើបទបង្ហាញស្ដីពីការអនុគ្រោះពាណិជ្ជកម្មទ្វេភាគីរវាងរៀតណាម និងកម្ពុជា នៅវេទិកាជំរុញពាណិជ្ជកម្ម និងវិនិយោគវៀតណាម-កម្ពុជា បង្កើនកិច្ចសហប្រតិបត្តិការពាណិជ្ជកម្មអេឡិចត្រូនិចឆ្លងដែន និងសេដ្ឋកិច្ចឌីជីថល ដែលបានរៀបចំឡើង ក្រោមកិច្ចសហការរវាងក្រសួងឧស្សាហកម្ម និងពាណិជ្ជកម្មវៀតណាម, ការិយាល័យពាណិជ្ជកម្មវៀតណាមប្រចាំកម្ពុជា និងសមាគមសហព័ន្ធធុរកិច្ចវៀតណាម-កម្ពុជា។"
32,"(Phnom Penh): On the afternoon of Wednesday, 25 December 2024 at Phnom Penh Hotel, His Excellency HO Sivyong, Delegate of the Royal Government in charge as Director General of Trade Support Services of the Ministry of Commerce, was invited to do a presentation on bilateral trade preferences between Vietnam and Cambodia at the Vietnam-Cambodia Trade and Investment Promotion Forum on Enhancing Cross-Border E-Commerce Cooperation and Digital Economy, organized under the collaboration of the Ministry of Industry and Trade of Vietnam, Vietnam Trade Office in Cambodia and the Vietnam-Cambodia Business Association.",វេទិកានេះត្រូវបានរៀបចំឡើងក្នុងគោលបំណងបង្កលក្ខណៈងាយស្រួលសម្រាប់វិនិយោគិន និងធុរជនកម្ពុជា និងវៀតណាមក្នុងការបង្កើតទំនាក់ទំនង និងបណ្តាញ ព្រមទាំងពិភាក្សាស្វែងយល់ និងផ្លាស់ប្តូរនូវព័ត៌មានសំខាន់ៗពាក់ព័ន្ធនឹងសក្តានុពល និងកាលានុវត្តភាពធុរកិច្ច និងវិនិយោគនៅប្រទេសកម្ពុជា ពិសេសពាក់ព័ន្ធកិច្ចសហប្រតិបត្តិការពាណិជ្ជកម្មឆ្លងដែន និងសេដ្ឋកិច្ចឌីជីថល។
33,"The forum was organized with the aim of facilitating Cambodian and Vietnamese investors and businessmen to establish contacts and networks, as well as to discuss, explore and exchange important information related to the potential and opportunities of business and investment in Cambodia, especially related to cross-border trade cooperation and the digital economy.",តាមរយៈបទបង្ហាញខាងលើ ឯកឧត្តមប្រតិភូបានបញ្ជាក់អំពីសក្តានុពល និងកាលានុវត្តភាពធុរកិច្ចនៃប្រទេសកម្ពុជា ព្រមទាំងកិច្ចសហប្រតិបត្តិការផ្នែកពាណិជ្ជកម្មរវាងប្រទេសកម្ពុជា និងប្រទេសវៀតណាម ក្នុងក្របខណ្ឌអាស៊ាន និងជាពិសេសក្នុងក្របខណ្ឌទ្វេភាគីរវាងប្រទេសទាំងពីរផងដែរ។
34,"Through the above presentation, His Excellency highlighted the potential and opportunities of doing businesses in Cambodia as well as the trade cooperation between Cambodia and Vietnam in the ASEAN framework and especially in the bilateral framework between the two countries.",
35,"(Phnom Penh): On the morning of Wednesday, 25 December 2024, at the Office of the Council of Ministers, Her Excellency TAN Tepikanika, Under Secretary of State of the Ministry of Commerce, attended a meeting for the final review of draft laws chaired by His Excellency VONGSEY Vissoth, Permanent Deputy Prime Minister in charge of the Office of the Council of Ministers, and His Excellency KOEUT Rith, Deputy Prime Minister and Minister of Justice.",(ភ្នំពេញ)៖ នៅព្រឹកថ្ងៃពុធ ទី ២៥ ខែធ្នូ ឆ្នាំ ២០២៤ នៅទីស្ដីការគណៈរដ្ឋមន្រ្តី លោកជំទាវ តាន់ ទេពីកណ្ណិកា អនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមកិច្ចប្រជុំត្រួតពិនិត្យសេចក្តីព្រាងច្បាប់ចុងក្រោយ ដែលមានអធិបតីភាពដោយ ឯកឧត្តម វង្សី វិស្សុត ឧបនាយករដ្ឋមន្រ្តី ប្រចាំការរដ្ឋមន្រ្តីទទួលបន្ទុកទីស្ដីការគណៈរដ្ឋមន្រ្តី និង ឯកឧត្តម កើត រិទ្ធ ឧបនាយករដ្ឋមន្ត្រី និងរដ្ឋមន្ត្រីក្រសួងយុត្តិធម៌។
36,"The meeting was attended by Excellencies, Ladies and Gentlemen, as well as technical experts from various relevant ministries and institutions to review and discuss two draft laws: (1) The draft law on combating the non-recognition of crimes committed during the period of Democratic Kampuchea and (2) The draft law on the temporary disposal of seized goods.",កិច្ចប្រជុំនេះ មានការអញ្ជើញចូលរួមពីសំណាក់ ឯកឧត្តម លោកជំទាវ លោក និងលោកស្រី ដែលជាថ្នាក់ដឹកនាំ និងមន្រ្តីបច្ចេកទេសពីក្រសួង និងស្ថាប័នពាក់ព័ន្ធ ដើម្បីពិនិត្យ ពិភាក្សា និងកែសម្រួលលើសេចក្ដីព្រាងច្បាប់ចំនួនពីរ គឺ៖ (១) សេចក្ដីព្រាងច្បាប់ស្តីពីការប្រឆាំងការមិនទទួលស្គាល់ឧក្រិដ្ឋកម្មដែលប្រព្រឹត្តឡើងក្នុងរយៈកាលនៃកម្ពុជាប្រជាធិបតេយ្យ និង (២) សេចក្ដីព្រាងច្បាប់ស្តីពីការចាត់ចែងជាបណ្ដោះអាសន្ននូវវត្ថុចាប់យក។
