1,"His Excellency KEM Sithan, Acting Minister of the Ministry of Commerce, chaired a monthly meeting of the Ministry of Commerce.",,
28,"His Excellency the Secretary of State stated that the training course ran from 25 November 2024 to 9 December 2024, with a curriculum that included both theoretical and practical studies. The theoretical study included lessons on rules of origin, export procedures, and instructions on requesting and authorizing certificates of origin through an automated application. The practical study required all participants to complete a one-week internship.",ឯកឧត្តមរដ្ឋលេខាធិការ បញ្ជាក់ថា វគ្គបណ្តុះបណ្តាលនេះបានចាប់ផ្តើមកាលពីថ្ងៃទី២៥ ខែវិច្ឆិកា ឆ្នាំ២០២៤ ដល់ថ្ងៃទី៩ ខែធ្នូ ឆ្នាំ ២០២៤ ដែលមានកម្មវិធីសិក្សាធ្វើឡើងទាំងទ្រឹស្តី និងការអនុវត្តជាក់ស្តែង ដោយការសិក្សាទ្រីស្តីមានមេរៀនវិធានដើមកំណើតទំនិញ នីតិវិធីនៃការនាំចេញ ការណែនាំពីការស្នើសុំនិងអនុញ្ញាតវិញ្ញបនបត្របញ្ជាក់ដើមកំណើតទំនិញតាមប្រព័ន្ធស្វ័យប្រវត្តិកម្ម ដោយឡែកការចុះអនុវត្តជាក់ស្តែងតម្រូវឱ្យសិក្ខាកាមទាំងអស់ការចុះកម្មសិក្សាដោយផ្ទាល់រយៈពេល ១សប្តាហ៍ផងដែរ៕,
29,Cambodia-Vietnam Trade and Investment Promotion Forum on Enhancing Cross-Border Trade Cooperation and Digital Economy,,
30,"(Phnom Penh): On the afternoon of Wednesday, 25 December 2024 at Phnom Penh Hotel, His Excellency HO Sivyong, Delegate of the Royal Government in charge as Director General of Trade Support Services of the Ministry of Commerce, was invited to do a presentation on bilateral trade preferences between Vietnam and Cambodia at the Vietnam-Cambodia Trade and Investment Promotion Forum on Enhancing Cross-Border E-Commerce Cooperation and Digital Economy, organized under the collaboration of the Ministry of Industry and Trade of Vietnam, Vietnam Trade Office in Cambodia and the Vietnam-Cambodia Business Association.",(ភ្នំពេញ)៖ នារសៀលថ្ងៃពុធ ទី២៥ ខែធ្នូ ឆ្នាំ២០២៤ នៅសណ្ឋាគារភ្នំពេញ ឯកឧត្តម ហូ ស៊ីវយ៉ុង ប្រតិភូរាជរដ្ឋាភិបាលទទួលបន្ទុកជាអគ្គនាយកសេវាពាណិជ្ជកម្ម នៃក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមធ្វើបទបង្ហាញស្ដីពីការអនុគ្រោះពាណិជ្ជកម្មទ្វេភាគីរវាងរៀតណាម និងកម្ពុជា នៅវេទិកាជំរុញពាណិជ្ជកម្ម និងវិនិយោគវៀតណាម-កម្ពុជា បង្កើនកិច្ចសហប្រតិបត្តិការពាណិជ្ជកម្មអេឡិចត្រូនិចឆ្លងដែន និងសេដ្ឋកិច្ចឌីជីថល ដែលបានរៀបចំឡើង ក្រោមកិច្ចសហការរវាងក្រសួងឧស្សាហកម្ម និងពាណិជ្ជកម្មវៀតណាម ការិយាល័យពាណិជ្ជកម្មវៀតណាមប្រចាំកម្ពុជា និងសមាគមសហព័ន្ធធុរកិច្ចវៀតណាម-កម្ពុជា។ ,
31,"The forum was organized with the aim of facilitating Cambodian and Vietnamese investors and businessmen to establish contacts and networks, as well as to discuss, explore and exchange important information related to the potential and opportunities of business and investment in Cambodia, especially related to cross-border trade cooperation and the digital economy.",វេទិកានេះត្រូវបានរៀបចំឡើងក្នុងគោលបំណងបង្កលក្ខណៈងាយស្រួលសម្រាប់វិនិយោគិន និងធុរជនកម្ពុជា និងវៀតណាមក្នុងការបង្កើតទំនាក់ទំនង និងបណ្តាញ ព្រមទាំងពិភាក្សាស្វែងយល់ និងផ្លាស់ប្តូរនូវព័ត៌មានសំខាន់ៗពាក់ព័ន្ធនឹងសក្តានុពល និងកាលានុវត្តភាពធុរកិច្ច និងវិនិយោគនៅប្រទេសកម្ពុជា ពិសេសពាក់ព័ន្ធកិច្ចសហប្រតិបត្តិការពាណិជ្ជកម្មឆ្លងដែន និងសេដ្ឋកិច្ចឌីជីថល។ ,
32,"Through the above presentation, His Excellency highlighted the potential and opportunities of doing businesses in Cambodia as well as the trade cooperation between Cambodia and Vietnam in the ASEAN framework and especially in the bilateral framework between the two countries.",តាមរយៈបទបង្ហាញខាងលើ ឯកឧត្តមប្រតិភូបានបញ្ជាក់អំពីសក្តានុពល និងកាលានុវត្តភាពធុរកិច្ចនៃប្រទេសកម្ពុជា ព្រមទាំងកិច្ចសហប្រតិបត្តិការផ្នែកពាណិជ្ជកម្មរវាងប្រទេសកម្ពុជា និងប្រទេសវៀតណាម ក្នុងក្របខណ្ឌអាស៊ាន និងជាពិសេសក្នុងក្របខណ្ឌទ្វេភាគីរវាងប្រទេសទាំងពីរផងដែរ។,
33,"(Phnom Penh): On the morning of Wednesday, 25 December 2024, at the Office of the Council of Ministers, Her Excellency TAN Tepikanika, Under Secretary of State of the Ministry of Commerce, attended a meeting for the final review of draft laws chaired by His Excellency VONGSEY Vissoth, Permanent Deputy Prime Minister in charge of the Office of the Council of Ministers, and His Excellency KOEUT Rith, Deputy Prime Minister and Minister of Justice.",(ភ្នំពេញ)៖ នៅព្រឹកថ្ងៃពុធ ទី ២៥ ខែធ្នូ ឆ្នាំ ២០២៤ នៅទីស្ដីការគណៈរដ្ឋមន្រ្តី លោកជំទាវ តាន់ ទេពីកណ្ណិកា អនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមកិច្ចប្រជុំត្រួតពិនិត្យសេចក្តីព្រាងច្បាប់ចុងក្រោយ ដែលមានអធិបតីភាពដោយ ឯកឧត្តម វង្សី វិស្សុត ឧបនាយករដ្ឋមន្រ្តី ប្រចាំការរដ្ឋមន្រ្តីទទួលបន្ទុកទីស្ដីការគណៈរដ្ឋមន្រ្តី និង ឯកឧត្តម កើត រិទ្ធ ឧបនាយករដ្ឋមន្ត្រី និងរដ្ឋមន្ត្រីក្រសួងយុត្តិធម៌។,
34,"The meeting was attended by Excellencies, Ladies and Gentlemen, as well as technical experts from various relevant ministries and institutions to review and discuss two draft laws: (1) The draft law on combating the non-recognition of crimes committed during the period of Democratic Kampuchea and (2) The draft law on the temporary disposal of seized goods.",កិច្ចប្រជុំនេះ មានការអញ្ជើញចូលរួមពីសំណាក់ ឯកឧត្តម លោកជំទាវ លោក និងលោកស្រី ដែលជាថ្នាក់ដឹកនាំ និងមន្រ្តីបច្ចេកទេសពីក្រសួង និងស្ថាប័នពាក់ព័ន្ធ ដើម្បីពិនិត្យ ពិភាក្សា និងកែសម្រួលលើសេចក្ដីព្រាងច្បាប់ចំនួនពីរ គឺ៖ (១) សេចក្ដីព្រាងច្បាប់ស្តីពីការប្រឆាំងការមិនទទួលស្គាល់ឧក្រិដ្ឋកម្មដែលប្រព្រឹត្តឡើងក្នុងរយៈកាលនៃកម្ពុជាប្រជាធិបតេយ្យ និង (២) សេចក្ដីព្រាងច្បាប់ស្តីពីការចាត់ចែងជាបណ្ដោះអាសន្ននូវវត្ថុចាប់យក។,
35,Her Excellency SEREI Borapich led a consultation meeting on the preparation of the draft of Gender Mainstreaming Strategic Plan of the Ministry of Commerce (2024-2028),(ភ្នំពេញ)៖ នារសៀលថ្ងៃពុធ ទី៥ ខែកុម្ភៈ ឆ្នាំ២០២៥ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ សេរី បូរាពេជ្រ រដ្ឋលេខាធិការ និងជាប្រធានក្រុមការងារយេនឌ័រក្រសួងពាណិជ្ជកម្ម បានដឹកនាំកិច្ចប្រជុំពិគ្រោះយោបល់លើការរៀបចំសេចក្តីព្រាងផែនការយុទ្ធសាស្រ្តបញ្ជ្រាបយេនឌ័ររបស់ក្រសួងពាណិជ្ជកម្ម (២០២៤-២០២៨) ដែលមានការអញ្ជើញចូលរួមពី លោកជំទាវរដ្ឋលេខាធិការ និង អនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម លោក-លោកស្រីអគ្គនាយករង តំណាងពីនាយកដ្ឋានចំណុះក្រសួងពាណិជ្ជកម្ម និងតំណាងពីបណ្តាមន្ទីរពាណិជ្ជកម្មរាជធានី-ខេត្តទាំង២៥ ជាច្រើនរូប។,
36,"(Phnom Penh): On the morning of Wednesday, 5 February 2025, at the Ministry of Commerce, Her Excellency SEREI Borapich, Secretary of State and Chair of the Gender Working Group of the Ministry of Commerce, led a consultation meeting on the preparation of the draft of Gender Mainstreaming Strategic Plan of the Ministry of Commerce (2024-2028). The event was attended by the Secretary of State, Undersecretary of State, Deputy Director-Generals, representatives from departments under the Ministry of Commerce, and representatives of all departments of commerce and the 25 provincial departments of Commerce.",ក្នុងកិច្ចប្រជុំនេះ ធ្វើឡើងដោយផ្ទាល់ និងតាមរយៈប្រព័ន្ធអនឡាញ ក្នុងគោលបំណងពិភាក្សាអំពីខ្លឹមសារនៃសេចក្តីព្រាងផែនការយុទ្ធសាស្ត្របញ្ជ្រាបយេនឌ័ររបស់ក្រសួងពាណិជ្ជកម្មដើម្បីស្វែងយល់អំពីខ្លឹមសារសំខាន់ៗ និងទទួលយកនូវមតិយោបល់បំពេញបន្ថែមឱ្យបានគ្រប់ជ្រុងជ្រោយមុនពេលដាក់សម្ពោធឱ្យប្រើប្រាស់ជាផ្លូវការនៅក្នុងការប្រារព្ធទិវាអន្តរជាតិនារី ៨មីនា ខួបទី១១៤ នាខាងមុខនេះ។,
37,The meeting was held via physical and online to discussed the substaintive meaning of the draft of Gender Mainstreaming Strategic Plan of the Ministry of Commerce to understand the main contents and accept all complementary comments before the official launch during the celebration of 114th Anniversary of International Women's Day 8 March.,ក្នុងឱកាសនោះ លោកជំទាវ គង់ សិទ្ធិកា អនុរដ្ឋលេខាធិការ និងជាប្រធានលេខាធិការដ្ឋាននៃក្រុមការងារយេនឌ័ររបស់ក្រសួងពាណិជ្ជកម្ម ក៏បានធ្វើបទបង្ហាញស្តីពី សេចក្តីព្រាងផែនការយុទ្ធសាស្រ្តបញ្ជ្រាបយេនឌ័ររបស់ក្រសួងពាណិជ្ជកម្ម(២០២៤-២០២៨) ផងដែរ។,
38,"On that occasion, Her Excellency KONG Sedhika , Under Secretary of State and Head of the Secretariat of the Gender Working Group of the Ministry of Commerce, also made a presentation on the draft of Gender Mainstreaming Strategic Plan of the Ministry of Commerce (2024-2028).",,
39,"(Riyadh, Saudi Arabia): On the morning of Wednesday, 5 February 2025, at Riyadh, Saudi Arabia, Her Excellency CHAM Nimul, Minister of Commerce, led a Cambodian delegation to attend a bilateral meeting with Mr. Bader Alrebdi, Vice President of Export Environment and Committees Secretariat, during the official visit to the Kingdom of Saudi Arabia.","(រាជធានីរីយ៉ាដ, ប្រទេសអារ៉ាប៊ីសាអូឌីត) ៖ នាព្រឹកថ្ងៃពុធ ទី៥ ខែកុម្ភៈ ឆ្នាំ២០២៥ នៅទីក្រុងរីយ៉ាដ ព្រះរាជាណាចក្រអារ៉ាប៊ីសាអូឌីត លោកជំទាវ ចម និម្មល រដ្ឋមន្ដ្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញដឹកនាំគណៈប្រតិភូកម្ពុជា ជួបពិភាក្សាការងារទ្វេភាគីជាមួយលោក Bader Alrebdi អនុប្រធាននៃលេខាធិការដ្ឋានគណៈកម្មាធិការនាំចេញ នៃអាជ្ញាធរទទួលបន្ទុកការអភិវឌ្ឍការនាំចេញរបស់អារ៉ាប៊ីសាអូឌីត ក្នុងឱកាសបំពេញទស្សនកិច្ចផ្លូវការនៅព្រះរាជាណាចក្រអារ៉ាប៊ីសាអូឌីត។",
40,"The two sides exchanged experiences and discussed ways to strengthen bilateral cooperation on exports promotion strategy, and the establishment of potential industrial zones between the two countries.",ក្នុងជំនួបនេះ ភាគីទាំងពីរបានផ្លាស់ប្តូរបទពិសោធន៍ និងពិភាក្សាពីការពង្រឹងកិច្ចសហប្រតិបត្តិការលើការរៀបចំយុទ្ធសាស្រ្តជំរុញការនាំចេញផលិតផល សេវាកម្ម និងការរៀបចំតំបន់ឧស្សាហកម្មសក្តានុពល រវាងប្រទេសទាំងពីរ។,
41,"(Riyadh, Saudi Arabia): On the morning of Wednesday, 5 February 2025, at Riyadh, Saudi Arabia, Her Excellency CHAM Nimul, Minister of Commerce, led a Cambodian delegation to attend a bilateral meeting with His Excellency Dr. Hisham bin Saad Aljadhey, Chief Executive Officer (CEO) of the Saudi Food and Drug Authority, during the official visit to the Kingdom of Saudi Arabia.","(រាជធានីរីយ៉ាដ, ប្រទេសអារ៉ាប៊ីសាអូឌីត)៖ នាព្រឹកថ្ងៃពុធ ទី៥ ខែកុម្ភៈ ឆ្នាំ២០២៥ នៅទីក្រុងរីយ៉ាដ ព្រះរាជាណាចក្រអារ៉ាប៊ីសាអូឌីត លោកជំទាវ ចម និម្មល រដ្ឋមន្ដ្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញដឹកនាំគណៈប្រតិភូកម្ពុជា ជួបពិភាក្សាការងារទ្វេភាគីជាមួយឯកឧត្តមបណ្ឌិត Hisham bin Saad Aljadhey នាយកប្រតិបត្តិនៃអាជ្ញាធរចំណីអាហារ និងឱសថរបស់អារ៉ាប៊ីសាអូឌីត (Saudi Food and Drug Authority) ក្នុងឱកាសបំពេញទស្សនកិច្ចផ្លូវការនៅព្រះរាជាណាចក្រអារ៉ាប៊ីសាអូឌីត។",
42,"The two sides discussed the strengthening of cooperation in the safety and standards of food, medicine and consumer goods. Her Excellency Minister also encouraged the Saudi side to consider investing in halal products for exports.",ក្នុងជំនួបនេះ ភាគីទាំងពីរបានពិភាក្សាពីការពង្រឹងកិច្ចសហប្រតិបត្តិការលើវិស័យសុវត្ថិភាព និងស្តង់ដារម្ហូបអាហារ ឱសថ និងរបស់ប្រើប្រាស់។ ក្នុងនោះដែរ លោកជំទាវរដ្ឋមន្ត្រី ក៏បានលើកទឹកចិត្តភាគីអារ៉ាប៊ីសាអូឌីត ឱ្យពិចារណាលើការវិនិយោគកែឆ្នៃផលិតផលហាឡាល់ សម្រាប់ការនាំចេញ។,
43,"His Excellency BUON Sarakmony, Secretary of State of the Ministry of Commerce, presided over the signing ceremony of a Memorandum of Understanding between the Ministry of Commerce and ABA Bank regarding the cooperation on a strategic partnership and the introduction of online payment for the Secured Transaction Filing Office (SETFO).",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃចន្ទ ទី៣ ខែកុម្ភៈ ឆ្នាំ២០២៥ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម ឯកឧត្តម បួន សារៈមុនី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញជាអធិបតីភាពក្នុងពិធីចុះអនុស្សរណៈនៃការយោគយល់គ្នាស្តីពី កិច្ចសហប្រតិបត្តិការលើភាពជាដៃគូយុទ្ធសាស្ត្រ រវាងក្រសួងពាណិជ្ជកម្ម និងធនាគារ វឌ្ឍនៈអាស៊ី ចំកាត់ (ABA Bank) និងការដាក់ឱ្យប្រើប្រាស់ការទូទាត់ប្រាក់តាមប្រព័ន្ធអនឡាញ សម្រាប់ប្រព័ន្ធតម្កល់លិខិតជូនដំណឹងនៃប្រតិបត្តិការដែលមានកិច្ចធានា (SETFO) ដោយមានការចូលរួមពី ថ្នាក់ដឹកនាំ និងមន្ត្រីពាក់ព័ន្ធរបស់ក្រសួងពាណិជ្ជកម្ម ព្រមទាំងថ្នាក់ដឹកនាំធនាគារ ABA ជាច្រើនរូប។,
44,"(Phnom Penh): On the morning of Monday, 3 February 2025, at the Ministry of Commerce, His Excellency BUON Sarakmony, Secretary of State of the Ministry of Commerce and high representative of Her Excellency CHAM Nimul, Minister of Commerce, presided over the signing ceremony of a Memorandum of Understanding between the Ministry of Commerce and ABA Bank regarding the Cooperation on Strategic Partnership, and also the introduction of online payment for the Secured Transaction Filing Office (SETFO) with the presence of relevant leaders and officials of the Ministry of Commerce as well as leaders of ABA Bank.",អនុស្សរណៈនេះ មានគោលបំណងជំរុញ និងផ្ដល់ការគាំទ្រក្នុងរូបភាពផ្សេងៗនូវសហប្រតិបត្តិការលើភាពជាដៃគូយុទ្ធសាស្រ្ត ដើម្បីចូលរួមលើកកម្ពស់ការអភិវឌ្ឍវិស័យបច្ចេកវិទ្យាហិរញ្ញវត្ថុនៅកម្ពុជាឱ្យកាន់តែរស់រវើក និងស្របតាមគោលនយោបាយ និងនិន្នាការជាតិ។,
45,This memorandum aims to promote and provide support in various forms of cooperation on strategic partnerships to contribute to the development of the financial technology sector in Cambodia to be more dynamic and aligned with national policies and trends.,ជាមួយគ្នានេះដែរ ក្រសួងពាណិជ្ជកម្ម បានសហការជាមួយ ធនាគារវឌ្ឍនៈអាស៊ី ចំកាត់ (ABA Bank) ក្នុងការតភ្ជាប់ការទូទាត់ប្រាក់តាមប្រព័ន្ធអនឡាញ ជាលើកដំបូង សម្រាប់ប្រព័ន្ធ SETFO ក្នុងគោលបំណងផ្ដល់ភាពងាយស្រួល បន់បែន ឆាប់រហ័ស និងមានសុវត្ថិភាពសម្រាប់អ្នកប្រើប្រាស់ប្រព័ន្ធ SETFO ព្រមទាំងធានាបាននូវប្រសិទ្ធភាពក្នុងការផ្ដល់សេវាសាធារណៈរបស់ក្រសួងពាណិជ្ជកម្មជូនប្រជាពលរដ្ឋ។ កិច្ចសហការនេះនឹងជួយសម្រួលដល់អ្នកប្រើប្រាស់ប្រព័ន្ធ SETFO អាចបង់កម្រៃសេវាសាធារណៈសម្រាប់ការប្រើប្រាស់ប្រព័ន្ធនេះ តាមរយៈ ABA Mobile App របស់ខ្លួន ដោយពុំចាំបាច់មកបង់ប្រាក់ដោយផ្ទាល់នៅក្រសួងពាណិជ្ជកម្មឡើយ។,
46,"The Ministry of Commerce has collaborated with ABA Bank to integrate online payment for the first time for the SETFO system, which aims to provide convenience, flexibility, and security for SETFO users to ensure the efficiency of the Ministry of Commerce in providing public services to citizens. This collaboration will facilitate SETFO users in paying public service fees for using the system through their ABA Mobile App, without having to pay in person at the Ministry of Commerce.",,
47,"(Antalya, Türkiye): On 28-31 January 2025, Mr. Keo Buntheng, Commercial Attaché to the Republic of Türkiye, attended the 31st International Trade Exhibition for Food and Beverage, which was held at Antalya Expo Center in Antalya, Türkiye. The event attracted approximately 300 exhibitors from 70 provinces in Türkiye and 50 countries, with a total of approximately 20,000 visitors.","(អង់តាលីយ៉ា, តួកគីយ៉េ)៖ នាថ្ងៃទី២៨-៣១ ខែមករា ឆ្នាំ២០២៥ លោក កែវ ប៊ុនថេង អនុព័ន្ធពាណិជ្ជកម្មប្រចាំសាធារណរដ្ឋតួកគីយ៉េ បានចូលរួមកម្មវិធីពិព័រណ៌ម្ហូបអាហារនិងភេសជ្ជៈអន្តជាតិ លើកទី៣១ (31st International Trade Exhibition for Food and Beverage) ដែលត្រូវបានធ្វើឡើងនៅមជ្ឈមណ្ឌលអង់តាលីយ៉ា (Antalya Expo Center) នៅទីក្រុងអង់តាលីយ៉ា សាធារណរដ្ឋតួកគីយ៉េ។ ព្រឹត្តិការណ៍នេះមានក្រុមហ៊ុនចូលរួមតាំងបង្ហាញប្រមាណ៣០០ក្រុមហ៊ុន មកពីខេត្តចំនួន៧០ នៅក្នុងប្រទេសតួកគីយ៉េ និងប្រទេសចំនួន៥០ និងមានអ្នកចូលរួមទស្សនាសរុបប្រមាណ ២ម៉ឺននាក់។",
48,"At the event, the Commercial Attaché attended the opening ceremony of the exhibition and visited the exhibition booths of food and beverage products, meat products, seafood, nuts, frozen and processed foods, as well as machinery and equipment used in the production and packaging of food and beverages. Taking that opportunity, the Commercial Attaché met with importers of cashew nuts, rice, pepper, dried fruits, and other nuts to promote the potential of Cambodian products and provided contact information of Cambodian companies and enterprises that are the producers and suppliers of these products, with the aim of enabling businesspeople and investors from both countries to connect and explore the possibilities in doing business together.",នៅក្នុងព្រឹត្តិការណ៍នេះផងដែរ លោកអនុព័ន្ធពាណិជ្ជកម្មចូលរួមពិធីបើកពិព័រណ៌ និងបានទស្សនានូវស្តង់ពិព័រណ៌ផលិតផលម្ហូបអាហារនិងភេសជ្ជៈ ផលិតផលសាច់សត្វ គ្រឿងសមុទ្រ គ្រាប់ធញជាតិ អាហារបង្កកនិងកែច្នែ រួមនឹងគ្រឿងម៉ាស៊ីននិងបរិក្ខាដែលបម្រើដល់ការផលិតនិងវេចខ្ចប់អាហារនិងភេសជ្ជៈ។ ឆ្លៀតក្នុងឱកាសនោះ លោកអនុព័ន្ធពាណិជ្ជកម្មបានជួបជាមួយនឹងក្រុមហ៊ុននាំចូលគ្រាប់ស្វាយចន្ទី អង្ករ ម្រេច និងផ្លែឈើក្រៀម និងគ្រាប់ធញជាតិមួយចំនួនទៀត ដើម្បីផ្សព្វផ្សាយអំពីសក្តានុពលនៃផលិតផលកម្ពុជា និងបានផ្តល់ជូននូវព័ត៌មានទំនាក់ទំនងរបស់ក្រុមហ៊ុននិងសហគ្រាស កម្ពុជា ដែលជាអ្នកផលិតនិងផ្គត់ផ្គង់នូវផលិតផលទាំងនេះ ក្នុងគោលដៅដើម្បីឱ្យធុរជននិងវិនិយោគិននៃប្រទេសទាំងពីរអាចភ្ជាប់ទំនាក់ទំនងនិងសិក្សាអំពីលទ្ធភាពក្នុងការធ្វើកិច្ចសហការអាជីវកម្មរួមគ្នា។,
49,"(Phnom Penh): On the morning of Wednesday, 29 January 2025, His Excellency SAMHENG Bora, Secretary of State of the Ministry of Commerce and Chairman of the Export Promotion Task Force, held a productive meeting with Mr. Akira SASAKI, Managing Director of Inoue Calcium Corporation.",(ភ្នំពេញ)៖ នាព្រឹកថ្ងៃពុធ ទី២៩ ខែមករា ឆ្នាំ២០២៥ ឯកឧត្តម សំហេង បូរ៉ា រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម និងជាប្រធានក្រុមការងារជំរុញការនាំចេញ បានទទួលជួបពិភាក្សាការងារជាមួយ លោក Akira SASAKI នាយកគ្រប់គ្រងក្រុមហ៊ុន Inoue Calcium Corporation។,
50,"The meeting was attended by His Excellency Secretary of State, His Excellency Under Secretary of State, Mr. Vu Van MANH, President and CEO of BMC Group, and Mrs. MUTH Chakrya Founder and Chairwoman of Handcrafted Cashew Nuts Stung Treng.",កិច្ចប្រជុំនេះមានការចូលរួមពី ឯកឧត្ដមរដ្ឋលេខាធិការ ឯកឧត្ដមអនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម លោក Vu Van MANH ប្រធាននិងនាយកប្រតិបត្តិក្រុមហ៊ុន BMC Group ប្រទេសវៀតណាម និង លោកស្រី មុត ចរិយា ស្ថាបនិក និងអគ្គនាយិកា សិប្បកម្មហ៊ែនក្រាហ្វធីត ឃែស៊ូ ណាត់ ស្ទឹងត្រែង។,
