1,"His Excellency KEM Sithan, Acting Minister of the Ministry of Commerce, chaired a monthly meeting of the Ministry of Commerce.",,
51,"The discussions centered on expanding the export potential of Cambodian processed cashew nuts and pepper to the Japanese market while exploring investment opportunities in Cambodia’s agro-processing sector. His Excellency Secretary of State reaffirmed the Export Promotion Task Force’s dedication to strengthening the competitiveness of Cambodian agricultural products by upholding high processing standards, fostering innovation, and ensuring compliance with Japanese market requirements. This collaboration aligns with Cambodia’s broader strategy to diversify export markets and attract foreign investment, ultimately enhancing the agricultural value chain.",កិច្ចពិភាក្សានេះផ្តោតសំខាន់លើ ការជំរុញសក្តានុពលនាំចេញគ្រាប់ស្វាយចន្ទីកែច្នៃ និងម្រេចកម្ពុជាទៅកាន់ទីផ្សារជប៉ុន និងការសិក្សាឱកាសវិនិយោគក្នុងវិស័យកែច្នៃកសិផលនៅកម្ពុជា ក្នុងការលើកកម្ពស់ការប្រកួតប្រជែងនៃផលិតផលកសិកម្មកម្ពុជា ដោយធានាស្តង់ដារខ្ពស់ក្នុងការកែច្នៃ និងការពង្រីកទីផ្សារ លើកកម្ពស់សក្ដានុពលនៃការច្នៃប្រឌិត និងអនុលោមភាពនៃស្តង់ដារទីផ្សារជប៉ុន។,
52,"(Phnom Penh): On the afternoon of Thursday, 30 January 2025, at the Ministry of Commerce, Her Excellency CHAM Nimul, Minister of Commerce, chaired the monthly meeting of January 2025 of the Ministry of Commerce. The meeting was attended by the ministry's leaders and relevant officials.",(ភ្នំពេញ)៖ នារសៀលថ្ងៃព្រហស្បតិ៍ ទី៣០ ខែមករា ឆ្នាំ២០២៥ នៅទីស្តីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញជាអធិបតីដឹកនាំកិច្ចប្រជុំប្រចាំខែមករា ឆ្នាំ២០២៥ របស់ក្រសួងពាណិជ្ជកម្ម ដែលមានវត្តមានអញ្ជើញចូលរួមពី ឯកឧត្តម លោកជំទាវ រដ្ឋលេខាធិការ អនុរដ្ឋលេខាធិការ ឯកឧត្តមអគ្គនាយក លោកជំទាវអគ្គាធិការ លោក-លោកស្រីអគ្គនាយករង អគ្គាធិការរង ប្រធាននាយកដ្ឋាន-វិទ្យាស្ថាន អនុប្រធាននាយកដ្ឋាន-វិទ្យាស្ថាន ប្រធាន និងអនុប្រធានមន្ទីរ ព្រមទាំងសាខា ក.ប.ប. រាជធានី-ខេត្តទាំងអស់ចំណុះឱ្យក្រសួងពាណិជ្ជកម្ម តំណាងពាណិជ្ជកម្មប្រចាំតំបន់រដ្ឋបាលសេដ្ឋកិច្ចពិសេស តំណាងពាណិជ្ជកម្មប្រចាំនៅបរទេស និងទីប្រឹក្សាទាំងអស់ចំណុះឱ្យក្រសួងពាណិជ្ជកម្មផងដែរ។,
53,"The monthly meeting was held at the Ministry of Commerce and, via video conference, covered the following agendas:",កិច្ចប្រជុំប្រចាំខែនេះ ត្រូវបានរៀបចំឡើងដោយផ្ទាល់ និងតាមប្រព័ន្ធអនឡាញ ក្រោមរបៀបវារៈរួមមាន៖,
54,1. Brief report on the work progress of:,១. របាយការណ៍វឌ្ឍនភាពការងារស្តីពី៖,
55,- The meeting on the preparation of a plan for coordinating the prices of cassava and cashew agricultural products for 2025,- កិច្ចប្រជុំស្ដីពីការរៀបចំផែនការសម្របសម្រួលថ្លៃកសិផលដំឡូងមី និងស្វាយចន្ទីសម្រាប់ឆ្នាំ២០២៥,
56,#NAME?,- ស្ថានភាពស្រូវអង្ករ និងមៀនប៉ៃលិន (តាង៉ែន),
57,2. Brief report on the work progress of the Export Promotion Task Force,២. របាយការណ៍វឌ្ឍនភាពការងាររបស់ក្រុមការងារជំរុញការនាំចេញ,
58,3. Brief report on the work progress of:,៣. របាយការណ៍វឌ្ឍនភាពការងារស្ដីពី៖,
59,- Free Trade Agreement Portal System (FTA Portal) and issuance of Certificates of Origin (C/O),- ថ្នាលព័ត៌មានកិច្ចព្រមព្រៀងពាណិជ្ជកម្មសេរី (FTA Portal) និងការចេញវិញ្ញាបនបត្របញ្ជាក់ប្រភពដើមទំនិញ (C/O),
60,#NAME?,- ការពន្លឿននីតិវិធីចុះបញ្ជីម៉ាក,
61,#NAME?,- ការតម្កល់ប្រតិវេទន៍ប្រចាំឆ្នាំ និងបង្កាន់ដៃបង់ប្រាក់សេវាសាធារណៈ,
62,4. Other matters.,៤. បញ្ហាផ្សេងៗ។,
63,"(Geneva, Switzerland): On the morning of Tuesday, 28 January 2025, His Excellency SUON Prasith, Ambassador and Permanent Representative of the Permanent Mission of the Kingdom of Cambodia to the World Trade Organization and other international organizations (Economy and Trade) in Geneva, in his capacity as the outgoing Chair of the Group of 77 and China (Geneva Chapter), officially handed over the chairmanship to Mr. Cristóbal MELGAR PAZOS, Chargé d'Affaires of the Permanent Mission of Peru, for the 2025 mandate.","(ហ្សឺណែវ, ស្វីស)៖ នាព្រឹកថ្ងៃអង្គារ ទី២៨ ខែមករា ឆ្នាំ២០២៥ ឯកឧត្តម សួន ប្រសិទ្ធ អគ្គរាជទូតនិងជាប្រធានស្ថានបេសកកម្មអចិន្ត្រៃយ៍កម្ពុជាប្រចាំអង្គការពាណិជ្ជកម្មពិភពលោក និងអង្គការអន្តរជាតិនានាពាក់ព័ន្ធនឹងវិស័យសេដ្ឋកិច្ច-ពាណិជ្ជកម្មប្រចាំទីក្រុងហ្សឺណែវ ប្រទេសស្វីស និងក្នុងនាមជាប្រធានចប់អាណត្តិរបស់ក្រុមប្រទេស G77 និងចិន បានផ្ទេរតួនាទីជាផ្លូវការជូន លោក Cristóbal MELGAR PAZOS ភារៈធារីស្ដីទីនៃស្ថានបេសកកម្មប៉េរូ ដើម្បីធ្វើជាប្រធានបន្តពីកម្ពុជាសម្រាប់អាណត្តិឆ្នាំ២០២៥។ ពិធីផ្ទេរតួនាទីនេះ ក៏មានវត្តមានចូលរួមរបស់ លោក Pedro Manuel MORENO អគ្គលេខាធិការរងសន្និសីទអង្គការសហប្រជាជាតិសម្រាប់ពាណិជ្ជកម្មនិងអភិវឌ្ឍន៍ (UNCTAD) និងជាតំណាងរបស់ លោកជំទាវ Rebeca GRYNSPAN អគ្គលេខាធិការអង្គការ UNCTAD ព្រមទាំងសមាជិកក្រុមប្រទេស G77 និងចិន ផងដែរ។",
64,"The official handover ceremony was also attended by Mr. Pedro Manuel Moreno, Deputy Secretary-General of UNCTAD, representing Ms. Rebeca Grynspan, Secretary-General of UNCTAD, along with members of the Group of 77 and China.",សូមជម្រាបជូនថា ក្រុមប្រទេស G77 និងចិន គឺជាក្រុមចរចាធំជាងគេនៅក្នុងប្រព័ន្ធអង្គការសហប្រជាជាតិ និងដែលបច្ចុប្បន្នមានសមាជិកសរុប ១៣៤ ប្រទេស ក្នុងនោះគណៈប្រតិភូកម្ពុជាបានទទួលធ្វើជាអនុប្រធានក្រុមនេះចាប់តាំងពីថ្ងៃទី២៣ ខែវិច្ឆិកា ឆ្នាំ ២០២២ និងជាប្រធានចាប់តាំងពីថ្ងៃទី៣០ ខែមករា ឆ្នាំ២០២៤។ នៅក្នុងអាណត្តិជាប្រធាន គណៈប្រតិភូកម្ពុជាបានធ្វើជាតំណាងក្រុមចូលរួមនៅក្នុងកិច្ចប្រជុំពិភាក្សានិងចរចា ក្រោមក្របខ័ណ្ឌអង្គការ UNCTAD សរុបប្រមាណ ៩៥លើក រួមទាំងការសម្របសម្រួលផ្ដល់ធាតុចូលនានារបស់ក្រុមនេះទៅក្នុងកិច្ចពិភាក្សានៅទីក្រុងញូវយ៉ក ព្រមទាំងបានដឹកនាំការពិភាក្សានិងបង្កើតក្រុមការងារចំនួន៣ គឺ ក្រុមការងារ ស្តីពីសេដ្ឋកិច្ចឌីជីថល និងឌីជីថលូបនីយកម្មសម្រាប់អភិវឌ្ឍន៍ ក្រុមការងារស្តីពីហិរញ្ញប្បទានសម្រាប់អភិវឌ្ឍន៍ និងក្រុមការងារស្តីពីបម្រែបម្រួលអាកាសធាតុ ពាណិជ្ជកម្ម និងការអភិវឌ្ឍប្រកបដោយចីរភាព។,
65,"The Group of 77 and China is the largest negotiating group within the United Nations system, currently comprising 134 member countries. The Cambodian delegation assumed the duties of Vice-Chair of the Group of 77 and China (Geneva Chapter) on 23 November 2022 and took over the chairmanship on 30 January 2024. During its tenure, the Cambodian delegation represented the Group in approximately 95 meetings and negotiations, including facilitating the Group’s inputs into discussions at the United Nations in New York.",បន្ថែមពីនេះ គណៈប្រតិភូកម្ពុជាបានសម្របសម្រួលរៀបចំខួបលើកទី ៦០ឆ្នាំ នៃការបង្កើតក្រុម G77 និងចិន កាលពីថ្ងៃទី១៣ ខែកញ្ញា ឆ្នាំ២០២៤ ប្រកបដោយជោគជ័យនិងផ្លែផ្កា ដោយមានការរៀបចំវេទិកាកិច្ចសន្ទនាកម្រិតខ្ពស់ និងបានដាក់ចេញនូវសេចក្តីថ្លែងការណ៍រួមកម្រិតអគ្គរាជ/រដ្ឋទូត និងសេចក្តីប្រកាសព័ត៌មានជាអាទិ៍ ព្រមទាំងបានដឹកនាំនិងសម្របសម្រួលកិច្ចពិភាក្សានិងចរចាផ្ទៃក្នុងសម្រាប់ស្វែងរកជំហររួម ដើម្បីជាមូលដ្ឋានគោលសម្រាប់ចូលរួមចរចានៅក្នុងកិច្ចប្រជុំថ្នាក់រដ្ឋមន្ត្រីអង្គការUNCTADលើកទី១៦ ដែលគ្រោងប្រព្រឹត្តទៅនៅខែតុលា ឆ្នាំ២០២៥ ខាងមុខ។,
66,"Additionally, it led discussions and established three working groups: the Working Group on Digital Economy and Digitalization for Development, the Working Group on Financing for Development, and the Working Group on Climate Change, Trade, and Sustainable Development.",ក្នុងឱកាសនោះ លោកអគ្គលេខាធិការរង បានថ្លែងអំណរគុណ និងកោតសរសើរគណប្រតិភូកម្ពុជា ក្នុងការដឹកនាំក្រុមប្រទេស G77 និងចិនប្រកបដោយការទទួលខុសត្រូវ និងមានគោលដៅច្បាស់លាស់ ព្រមទាំងគូសបញ្ជាក់អំពីការបន្តគាំទ្រការចរចាសម្រាប់កិច្ចប្រជុំថ្នាក់រដ្ឋមន្ត្រី និងលើកកម្ពស់ប្រព័ន្ធពហុភាគីនិយមសម្រាប់ពាណិជ្ជកម្ម និងអភិវឌ្ឍន៍ ផងដែរ។,
67,"Moreover, the Cambodian delegation successfully coordinated the 60th anniversary of the Group’s establishment on 13 September 2024, organizing high-level dialogues, adopting a joint ambassadorial statement, and issuing a press release. In preparation for the UNCTAD XVI Ministerial Conference scheduled for October 2025, Cambodia also led and coordinated internal discussions and negotiations to establish a common position for participation in the conference negotiations.",បន្ថែមលើការប្តេជ្ញាដឹកនាំក្រុមរបស់ប្រទេសប៉េរូប្រធានដឹកនាំថ្មី តំណាងក្រុមប្រទេស អភិវឌ្ឍន៍តិចតួច ក្រុមប្រទេសអាស៊ីប៉ាស៊ីហ្វិក ក្រុមប្រទេសអាហ្វ្រិក ក្រុមប្រទេសអាម៉េរិកឡាទីននិងការ៉ាអ៊ីព ក្រុមប្រទេសអារ៉ាប់ ក្រុមប្រទេសកម្រងកោះកំពុងអភិវឌ្ឍន៍ និងសមាជិកជាច្រើនក៏បានចូលរួមផុលផុសធ្វើបទអន្តរាគមន៍កោតសរសើរ និងវាយតម្លៃខ្ពស់ចំពោះគណៈប្រតិភូកម្ពុជាក្នុងការដឹកនាំក្រុមប្រទេស G77 និងចិនក្នុងអាណត្តិរបស់ខ្លួនប្រកបដោយផ្លែផ្កានិងសមិទ្ធផលជាច្រើន បើទោះបីកម្ពុជាជាប្រទេសអភិវឌ្ឍន៍តិចតួចក្តី៕,
68,"On this occasion, the Deputy Secretary-General expressed his appreciation and recognition of the Cambodian delegation for its visionary leadership and commitment. He also reaffirmed his support for the Group in the upcoming Ministerial Conference negotiations and its dedication to upholding multilateralism for trade and development.",,
69,"In addition to the commitment of the incoming Chair from the Peruvian delegation, coordinators from various regional groups—including the Least Developed Countries (LDCs), the Asia-Pacific Group (APG), the Group of Latin American and Caribbean Countries (GRULAC), the Arab Group, and the Small Island Developing States (SIDS)—as well as many other member states, participated in the event. They delivered remarks praising and highly appreciating the Cambodian delegation’s leadership of the Group of 77 and China. Despite Cambodia's status as a least-developed country, it successfully led the Group to many remarkable achievements and outcomes during its term.",,
70,"Her Excellency CHAM Nimul, Minister of Commerce of the Kingdom of Cambodia, and His Excellency Malaithong KOMMASITH, Minister of Industry and Commerce of the Lao People’s Democratic Republic, co-chaired the Second Cambodia-Laos Joint Trade Committee Meeting.",(វៀងចន្ទន៍)៖ នាព្រឹកថ្ងៃអង្គារ ទី២៨ ខែមករា ឆ្នាំ២០២៥ នៅទីក្រុងវៀងចន្ទន៍ សាធារណរដ្ឋប្រជាធិបតេយ្យប្រជាមានិតឡាវ ដោយអនុវត្តតាមអនុសាសន៍ណែនាំដ៏ខ្ពស់ខ្ពស់របស់ថ្នាក់ដឹកនាំរបស់ប្រទេសទាំងពីរ លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម នៃព្រះរាជាណាចក្រកម្ពុជា និងឯកឧត្តម Malaithong KOMMASITH រដ្ឋមន្ត្រីក្រសួងឧស្សាហកម្ម និងពាណិជ្ជកម្ម នៃសាធារណរដ្ឋប្រជាធិបតេយ្យប្រជាមានិតឡាវ បានអញ្ជើញជាសហប្រធានដឹកនាំកិច្ចប្រជុំថ្នាក់រដ្ឋមន្រ្តីនៃគណៈកម្មាធិការពាណិជ្ជកម្មចម្រុះកម្ពុជា-ឡាវ លើកទី២ ដោយមានការចូលរួមពីថ្នាក់ដឹកនាំអន្តរក្រសួង-ស្ថាប័នពាក់ព័ន្ធ និងអាជ្ញាធរខេត្តជាប់ព្រំដែនរបស់ភាគីទាំងពីរ។ កិច្ចប្រជុំនេះត្រូវបានរៀបចំឡើងក្នុងគោលបំណងពិនិត្យវឌ្ឍនភាពកិច្ចការពាណិជ្ជកម្ម កំណត់គោលដៅទំហំពាណិជ្ជកម្ម ស្វែងរកកាលានុវត្តភាពសំដៅបង្កើនទំហំពាណិជ្ជកម្ម កិច្ចសហប្រតិបត្តិការ និងបង្កើតយន្តការអំណោយផលសម្រាប់ធុរកិច្ច និងវិនិយោគរបស់ប្រទេសទាំងពីរ និងបានពិភាក្សាលើចំណុចសំខាន់ៗ មួយចំនួនរួមមាន៖ (១) ការកំណត់គោលដៅពាណិជ្ជកម្មទ្វេភាគី (២) កិច្ចសហប្រតិបត្តិការតំបន់ពាណិជ្ជកម្មសេរី (៣)ពនិត្យលទ្ធភាពបង្កើតយន្តការផ្សេងៗដើម្បីពង្រីកទំហំពាណិជ្ជកម្មទ្វេភាគី (៤) កិច្ចប្រជុំប្រចាំឆ្នាំរបស់រដ្ឋបាលខេត្តជាប់ព្រំដែន (៥) ការតាំងពិព័រណ៍/ពិព័រណ៍ពាណិជ្ជកម្ម ការផ្សព្វផ្សាយពាណិជ្ជកម្ម និងការវិនិយោគ (៦) ទេសចរណ៍ និងភស្តុភារកម្ម និង (៧) សភាពាណិជ្ជកម្ម និងកិច្ចសហប្រតិបត្តិការឧស្សាហកម្ម។,
71,"(Vientiane, Lao PDR): On the morning of Tuesday, 28 January 2025, in Vientiane, Lao People’s Democratic Republic, following the high-level recommendations of the leaders of both countries, Her Excellency CHAM Nimul, Minister of Commerce of Cambodia, and His Excellency Malaithong KOMMASITH, Minister of Industry and Commerce of the Lao People’s Democratic Republic, co-chaired the Second Cambodia-Laos Joint Trade Committee Meeting. The Meeting was organized to review the implementation progress, set trade targets, explore opportunities to further promote trade, foster cooperation, and create favorable mechanisms for business and investment between the two countries. It also addressed the following issues such as : (1) Bilateral trade targets, (2) Free Trade zone cooperation, (3) Exploring the possibility of creating various mechanisms to expand bilateral trade (4) Annual meetings of border provinces’ administrations, (5) Exhibitions/trade fairs, business and investment promotion, (6) Tourism and logistics, and (7) Chamber of Commerce and Industry cooperation. The meeting was attended by representatives from relevant ministries and provinces of both countries",គួរបញ្ជាក់ផងដែរថា កាលពីព្រឹកថ្ងៃទី២៧ ខែមករា ឆ្នាំ២០២៥ មុនពេលកិច្ចប្រជុំថ្នាក់រដ្ឋមន្ត្រីនាព្រឹកនេះ ក៏មានកិច្ចប្រជុំថ្នាក់ឧត្តមមន្រ្តីដែលភាគីកម្ពុជាដឹកនាំដោយ ឯកឧត្តម ឡុង កែមវិចិត្រ អគ្គនាយកពាណិជ្ជកម្មអន្តរជាតិ នៃក្រសួងពាណិជ្ជកម្មកម្ពុជា និងភាគីឡាវដឹកនាំឯកឧត្តម Sayana SAYYAKONE អគ្គនាយកនៃនាយកដ្ឋានចចារពាណិជ្ជកម្ម និងកិច្ចសហប្រតិបត្តិការសេដ្ឋកិច្ច នៃក្រសួងឧស្សាហកម្មនិងពាណិជ្ជកម្មឡាវ ដើម្បីពិនិត្យ និងពិភាក្សាលំអិតអំពីអាទិភាពការងារដែលនឹងត្រូវសហការអនុវត្តបន្តដើម្បីដាក់ជូនកិច្ចប្រជុំថ្នាក់រដ្ឋមន្ត្រីពិនិត្យ និងផ្តល់អនុសាសន៍ណែនាំ ។,
72,"It is worth noting that, prior to the ministerial meeting this morning, there was also a Senior Officials’ Meeting on the morning of 27 January 2025, co-led by His Excellency LONG Kemvichet, Director General for International Trade, Ministry of Commerce Cambodia and His Excellency Sayana SAYYAKONE, Director General of Department of Trade Negotiation and Economic Cooperation, Ministry of Industry and Commerce of Lao PDR, and was attended by representatives from relevant ministries and provinces of both countries, to review and discuss in detail on priority areas that will be jointly implemented. These areas will then be submitted to the ministerial level for review and guidance.",,
73,"(Tokyo, Japan): On the morning of Friday, 24 January 2025, His Excellency SAMHENG Bora, Secretary of State of the Ministry of Commerce and Chairman of the Export Promotion Task Force, along with Undersecretaries of State of the Ministry of Commerce, held a productive meeting with Mr. Takuyu Ajiro, Deputy Director General of the Produce Department at Overseas Merchandise Inspection Co., Ltd. (OMIC), and Mr. Hiroaki Sato, Chief of Section of the Grain Trade and Operations Division within the Agricultural Production Bureau of Japan’s Ministry of Agriculture, Forestry, and Fisheries, centered around Japan's import procedures and quality requirements for the Japanese market.","(តូក្យូ, ជប៉ុន)៖ នាព្រឹកថ្ងៃសុក្រ ទី២៤ ខែមករា ឆ្នាំ២០២៥ ឯកឧត្តម សំហេង បូរ៉ា រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម និងជាប្រធានក្រុមការងារជំរុញការនាំចេញ អមដោយអនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានជួបពិភាក្សាការងារជាមួយ លោក Takuyu Ajiro អគ្គនាយករងនៃ Produce Department នៃក្រុមហ៊ុន Overseas Merchandise Inspection Co., Ltd. (OMIC) និង លោក Hiroaki SATO ប្រធានផ្នែកពាណិជ្ជកម្ម និងប្រតិបត្តិការគ្រាប់ធញ្ញជាតិ ការិយាល័យផលិតកម្មកសិកម្ម នៃក្រសួងកសិកម្ម រុក្ខាប្រមាញ់ និងនេសាទ ប្រទេសជប៉ុន អំពីនីតិវិធីនៃការនាំចូល ការអនុលោមតាមស្តង់ដាសុវត្ថិភាព និងគុណភាពរបស់ប្រទេសជប៉ុន។",
74,"On that occasion, Mr. Takuyu Ajiro provided an overview of OMIC’s rigorous inspection processes, emphasizing their role in guaranteeing that imported agricultural products align with Japanese regulations and consumer expectations.",ក្នុងឱកាសនោះ លោក Takuyu Ajiro បានចែករំលែកពីដំណើរការត្រួតពិនិត្យយ៉ាងម៉ត់ចត់របស់ OMIC និងតួនាទីរបស់ OMIC ក្នុងការសម្រួលដល់ការនាំចូលផលិតផលកសិកម្មទៅកាន់ប្រទេសជប៉ុន ដោយធានាថាអាចបំពេញតាមបទប្បញ្ញត្តិ និងការរំពឹងទុករបស់អ្នកប្រើប្រាស់។,
75,"In addition, Mr. Hiroaki Sato underlined the importance of adhering to Japan’s import standards, expressing Japan’s commitment to strengthening bilateral trade relations and supporting Cambodia in enhancing market access for its agricultural products.",ជាមួយគ្នានេះ លោក Hiroaki SATO ក៏បានគូសបញ្ជាក់អំពីសារៈសំខាន់នៃការអនុលោមតាមស្តង់ដានាំចូលរបស់ប្រទេសជប៉ុន និងបានអះអាងជាថ្មីនូវការគាំទ្ររបស់ប្រទេសជប៉ុនសម្រាប់ការពង្រឹងទំនាក់ទំនងពាណិជ្ជកម្មទ្វេភាគីឱ្យកាន់តែរឹងមាំ និងលើកកម្ពស់លទ្ធភាពទទួលបានទីផ្សារសម្រាប់ផលិតផលកសិកម្មរបស់កម្ពុជា។,
76,"(Ankara, Türkiye): On Thursday, 12 December 2024, at the Ankara Chamber of Industry headquarters in Ankara, Mr. Keo Buntheng, Commercial Attaché to the Republic of Türkiye, coordinated the organization of the Cambodia-Turkey Business Forum, co-organized by the Cambodian Chamber of Commerce, the Ankara Chamber of Industry, and the Turkish Foreign Economic Relations Board (DEİK).",(អង់ការ៉ា តួកគីយ៉េ)៖ នាថ្ងៃព្រហស្បតិ៍ ទី១២ ខែធ្នូ ឆ្នាំ២០២៤ នៅទីស្នាក់ការសភាឧស្សាហកម្មអង់ការ៉ា (Ankara Chamber of Industry) ទីក្រុងអង់ការ៉ា សាធារណរដ្ឋតួកគីយ៉េ លោក កែវ ប៊ុនថេង អនុព័ន្ធពាណិជ្ជកម្ម ប្រចាំសាធារណរដ្ឋតួកគីយ៉េ បានសម្របសម្រួលរៀបចំនូវវេទិកាធុរកិច្ចកម្ពុជា-តួកគីយ៉េ ដែលសហការរៀបចំដោយសភាពាណិជ្ជកម្មកម្ពុជា សភាពាណិជ្ជឧស្សាហកម្ម និងគណៈកម្មាធិការទំនាក់ទំនងសេដ្ឋកិច្ចបរទេសតួកគីយ៉េ (DEiK)។ ,
77,"The forum was attended by Oknha KUOCH Pheng, Vice President of the Cambodian Chamber of Commerce; representatives of Oknha KITH Meng, President of the Cambodian Chamber of Commerce and Chairman of the ASEAN Business Advisory Council for Cambodia; and representatives of 18 Turkish companies and 6 Cambodian companies.",វេទិកានេះ មានការអញ្ជើញចូលរួមពី ឧកញ៉ា គួច ផេង អនុប្រធានសភាពាណិជ្ជកម្មកម្ពុជា តំណាង អ្នកឧកញ៉ា គិត ម៉េង ប្រធានសភាពាណិជ្ជកម្មកម្ពុជា និងជាប្រធានក្រុមប្រឹក្សាពិគ្រោះយោបល់ធុរកិច្ចអាស៊ានសម្រាប់កម្ពុជា ព្រមទាំងតំណាងក្រុមហ៊ុនតួកគីយ៉េ ចំនួន១៨ និងក្រុមហ៊ុនកម្ពុជា ចំនួន៦ ផងដែរ។ ,
78,The business forum aimed to share information about the potential for trade and investment between the two countries and to provide Cambodian and Turkish businesspeople with opportunities to explore investment partnerships and collaborations.,វេទិកាធុរកិច្ចកម្ពុជា-តួកគីយ៉េ ត្រូវបានរៀបចំឡើងដើម្បីចែករំលែកព័ត៌មានអំពីសក្តានុពលនៃពាណិជ្ជកម្មនិងការវិនិយោគរបស់ប្រទេសទាំងពីរ និងផ្តល់ឱកាសដល់ធុរជនកម្ពុជានិងតួកគីយ៉េ ស្វែងរកឱកាសក្នុងការចាប់ដៃគូរវិនិយោគនិងធ្វើធុរកិច្ចរួមគ្នា។,
